question_id,question_text,clone_type,alpha,base_jaccard_mean,base_spearman_mean,base_kendall_mean,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.01,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7368509131764932,0.7560975609756098,0.46938775510204084,0.9623118495757308,0.8920546820178228
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.1,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7488459410082003,0.7560975609756098,0.5,0.9671483181586169,0.8994926803018272
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.2,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.797565202560666,0.8461538461538461,0.5652173913043478,0.9822853972671702,0.9277630951762023
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.3,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.8468328788081109,0.8947368421052632,0.6744186046511628,0.9913979467505872,0.9506677162647065
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.4,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.8214265929762126,0.8461538461538461,0.6363636363636364,0.9872684585147767,0.9393380732926883
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.5,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.8011995315001254,0.8461538461538461,0.5652173913043478,0.9831999658485279,0.9297347657798817
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.6,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7935044790644221,0.8,0.5652173913043478,0.9817958842338763,0.9261952028556908
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.7,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7841769570721228,0.8,0.5319148936170213,0.9792745578320731,0.9210272180442872
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.8,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7774575076347443,0.8,0.5319148936170213,0.977313833047036,0.9172124546355507
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,0.9,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7722241159244282,0.8,0.5319148936170213,0.9757503377348746,0.914277886196059
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.0,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.768313517275581,0.8,0.5319148936170213,0.9744801342898665,0.911959870997656
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.1,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7651969029983624,0.8,0.5,0.9734263504678322,0.910076070107616
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.2,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.762636449939993,0.8,0.5,0.9725401770103232,0.9085211524997755
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.3,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7604311185694337,0.8,0.5,0.9717837191085832,0.9072126899843863
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.4,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7586443360720052,0.8,0.5,0.9711296045664608,0.9060950432587824
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.5,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7569970459609483,0.8,0.5,0.9705588639758562,0.9051301210203176
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,1.8,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7537400861284587,0.8,0.5,0.9692197399154141,0.9029011151811154
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,2.1,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7512726929395112,0.8,0.5,0.9682545630629112,0.901328843190458
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,2.4,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7497206050580206,0.7560975609756098,0.5,0.9675259302470296,0.9001594150734582
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,2.7,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7484373725252687,0.7560975609756098,0.46938775510204084,0.966957251034404,0.8992566041988711
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,hard_paraphrase,3.0,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.7474564710331357,0.7560975609756098,0.46938775510204084,0.9665000032484453,0.8985392234151096
